OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
79,2003,FORD,EXPLORER,Truck,BLK,6000,Sunday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,2/12/2018 5:00:00 AM,2/11/2018 5:00:00 AM,2018,"CAHILL DR, VERDON PRIV E",East,5050001.06,Evening,Jessica Bradley,1100,2100,372016.6291,5024842.5606
80,2009,AUDI,,Automobile,WHI,,Friday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,2/12/2018 5:00:00 AM,2/9/2018 5:00:00 AM,2018,"DONCASTER RD, RIDEAU RD",East,5050126.04,Evening,Isabelle Skalski,900,1800,378122.9587,5018524.4704
81,2010,CHRYSLER/ CHRYSLER OUTBOARD CORPORATION,300,Automobile,WHI,,Monday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 16 - River,Sector 34,2/12/2018 5:00:00 AM,2/12/2018 5:00:00 AM,2018,"HAMPSTEAD PL, NOTTING HILL AVE",East,5050001.10,Morning,Riley Brockington,700,600,370792.6739,5025965.9763
82,2008,PONTIAC,G5,Automobile,GRY,,Friday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,2/12/2018 5:00:00 AM,1/12/2018 5:00:00 AM,2018,"LEITRIM RD S, RAMSAYVILLE RD",East,5050126.04,Night,Isabelle Skalski,0,0,378785.9579,5023728.5014
83,2003,,,Atv (4 Wheeler),GRN,5000,Saturday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,2/12/2018 5:00:00 AM,2/10/2018 5:00:00 AM,2018,"9TH LINE RD, CASTOR RD N",East,5050190.01,Evening,Isabelle Skalski,1200,1900,390263.9871,5004647.3414
84,2011,BMW,328I,Automobile,BLK,,Monday,Y,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,2/12/2018 5:00:00 AM,2/12/2018 5:00:00 AM,2018,"CARLING AVE, ISLAND PARK DR",Central,5050034.00,Evening,Jeff Leiper,2300,2300,365348.8922,5027996.5441
85,,,,Other,BLKGRY,1700,Tuesday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,2/13/2018 5:00:00 AM,2/13/2018 5:00:00 AM,2018,"FRIEL ST, RIDEAU ST",Central,5050053.00,Morning,Stéphanie Plante,1000,1000,368771.8989,5032569.5813
86,2013,PORSCHE,,Suv,BLK,55000,Monday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,2/13/2018 5:00:00 AM,2/12/2018 5:00:00 AM,2018,"BLOHM DR, SOUTHLAND CRES S",East,5050001.07,Afternoon,Jessica Bradley,800,1600,373682.9299,5026007.5223
87,2015,MERCEDES-BENZ,,Suv,WHI,94000,Wednesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,2/13/2018 5:00:00 AM,1/31/2018 5:00:00 AM,2018,"ALBION RD, ALBION RD S",East,5050123.03,Morning,Jessica Bradley,1500,800,371944.205,5024134.6825
88,2001,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLK,,Tuesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,2/13/2018 5:00:00 AM,2/13/2018 5:00:00 AM,2018,"BRIAN COBURN BLVD, TRIM RD",East,5050171.13,Afternoon,Catherine Kitts,1900,1700,387148.9011,5035807.1516
89,1995,DODGE,RAM 1500 PU,Truck,GRY,,Tuesday,Y,Carp,Ward 5 - West Carleton-March,Sector 11,2/14/2018 5:00:00 AM,2/13/2018 5:00:00 AM,2018,"CARDEVCO RD, WESCAR LANE",West,5050300.01,Afternoon,Clarke Kelly,1000,1200,345813.7552,5017051.4599
90,2009,NISSAN,ALTIMA,Automobile,GRY,,Thursday,Y,Centrepointe,Ward 8 - College,Sector 15,2/15/2018 5:00:00 AM,2/15/2018 5:00:00 AM,2018,"PARKGLEN DR, WOODROFFE AVE",West,5050137.05,Afternoon,Laine Johnson,1700,1300,362888.8814,5023125.5021
91,2006,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,SIL,,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,2/15/2018 5:00:00 AM,2/15/2018 5:00:00 AM,2018,"BAY ST, SOMERSET ST",Central,5050040.00,Morning,Ariel Troster,1300,1100,367248.8312,5030646.1886
92,2005,PONTIAC,,Van,BRN,,Wednesday,N,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,2/15/2018 5:00:00 AM,2/14/2018 5:00:00 AM,2018,"NORTH RIVER RD, SELKIRK ST",Central,5050101.00,Morning,Stéphanie Plante,1000,800,369784.9664,5032758.0503
93,2011,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,BLU,18000,Thursday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,2/16/2018 5:00:00 AM,2/15/2018 5:00:00 AM,2018,"DEWBERRY CRES, DEWBERRY CRES, DEWBERRY CRES",West,5050141.16,Afternoon,Wilson Lo,2200,1400,364457.8841,5016759.4483
94,2006,HYUNDAI,,Automobile,GRY,,Saturday,Y,Greely,Ward 20 - Osgoode,Sector 36,2/17/2018 5:00:00 AM,2/17/2018 5:00:00 AM,2018,"TULLAMORE ST, BALLYCASTLE CRES W",East,5050126.04,Afternoon,Isabelle Skalski,1600,1600,375024.3871,5015043.1831
95,2006,MAZDA,MAZDA 3,Automobile,GRY,,Tuesday,Y,Centrepointe,Ward 8 - College,Sector 15,2/17/2018 5:00:00 AM,12/26/2017 5:00:00 AM,2018,"NAVAHO DR, WOODROFFE AVE, TRANSITWAY N BASELINE ST",West,5050137.05,Morning,Laine Johnson,1100,1100,362706.4355,5023491.7982
96,2011,"TOYOTA/ TOYOTA MOTOR CO., LTD.",VENZA,Automobile,BLK,,Friday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,2/18/2018 5:00:00 AM,2/16/2018 5:00:00 AM,2018,"MARCAY ST, COLLINGTON ST",West,5050141.09,Evening,Wilson Lo,1000,2000,367094.9696,5015083.2774
97,2005,CADILLAC,,Automobile,GRY,,Sunday,Y,Centrepointe,Ward 8 - College,Sector 15,2/19/2018 5:00:00 AM,2/18/2018 5:00:00 AM,2018,"DRAFFIN CRT, HEMMINGWOOD WAY",West,5050137.05,Evening,Laine Johnson,1400,2100,362015.8767,5023084.5013
98,2015,,,Atv (4 Wheeler),WHI,17000,Sunday,N,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,2/19/2018 5:00:00 AM,2/18/2018 5:00:00 AM,2018,"BAINBRIDGE AVE, CRAIG HENRY DR",West,5050135.01,Evening,Sean Devine,900,1900,361419.8726,5021603.4876
99,2012,HYUNDAI,ELANTRA,Automobile,SIL,,Tuesday,Y,Centretown,Ward 14 - Somerset,Sector 23,2/19/2018 5:00:00 AM,1/16/2018 5:00:00 AM,2018,"O'CONNOR ST, SLATER ST",Central,5050048.00,Morning,Ariel Troster,1700,900,367581.3975,5031450.5499
100,2009,GENERAL MOTORS CORP.,,Truck,WHI,,Monday,Y,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,2/20/2018 5:00:00 AM,2/19/2018 5:00:00 AM,2018,"BONGARD AVE, GIFFORD ST, TRISTAN CRT",West,5050130.01,Afternoon,Sean Devine,1100,1400,366407.8989,5021652.4913
101,,,,Other,REDBLK,,Monday,N,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,2/21/2018 5:00:00 AM,2/19/2018 5:00:00 AM,2018,"CHARLES ST, STANLEY AVE",Central,5050058.00,Afternoon,Rawlson King,1900,1700,368008.8941,5033794.594
102,,,,Other,,,Friday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,2/21/2018 5:00:00 AM,2/16/2018 5:00:00 AM,2018,"BARTONIA CIR, JEROME JODOIN DR, WILLOW ASTER CIR",East,5050171.12,Afternoon,Catherine Kitts,1300,1700,383774.7326,5033927.9212
103,2004,SUBARU,IMPREZA,Automobile,GRN,,Wednesday,N,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,2/22/2018 5:00:00 AM,2/21/2018 5:00:00 AM,2018,"RAHUL CRES W, KOCHAR DR",West,5050020.02,Evening,Riley Brockington,800,1800,367722.3638,5024828.0556
104,2011,FORD,FIESTA,Automobile,BLU,,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,2/22/2018 5:00:00 AM,2/22/2018 5:00:00 AM,2018,"BECKINGTON PRIV, SOMERSET ST",Central,5050038.00,Evening,Ariel Troster,1900,1900,367562.8259,5030835.2097
105,2015,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Truck,GRY,25000,Friday,Y,Glen Cairn - Kanata South Business Park,Ward 23 - Kanata South,Sector 13,2/23/2018 5:00:00 AM,2/23/2018 5:00:00 AM,2018,"CARRONBRIDGE CIRC W, WESTHALL WAY W",West,5050162.04,Afternoon,Allan Hubley,1400,1400,354616.0049,5015599.4576
106,2010,VOLKSWAGEN,TIGUAN,Suv,GRY,,Thursday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,2/23/2018 5:00:00 AM,2/22/2018 5:00:00 AM,2018,"FIFTH AVE, RUPERT ST",Central,5050018.00,Evening,Shawn Menard,800,2100,368589.9038,5029512.5548
107,2008,BMW,328I,Automobile,BLU,,Saturday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,2/24/2018 5:00:00 AM,2/24/2018 5:00:00 AM,2018,"BRETTONWOOD RIDGE, FALLENGALE CRES, HALYARD WAY",West,5050160.15,Morning,Cathy Curry,2200,1000,348968.6676,5018396.7432
108,2013,MERCEDES-BENZ,300 SERIES,Automobile,WHI,23000,Friday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,2/24/2018 5:00:00 AM,2/23/2018 5:00:00 AM,2018,"MURRAY ST, NELSON ST",Central,5050056.00,Afternoon,Stéphanie Plante,0,1500,368436.897,5032842.5843
109,2007,HYUNDAI,,Automobile,RED,,Sunday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,2/25/2018 5:00:00 AM,2/25/2018 5:00:00 AM,2018,"OTHELLO AVE, PLEASANT PARK RD",East,5050008.00,Morning,Marty Carr,1000,1000,373447.5606,5028734.9192
110,2006,,,Motorcycle,BLKRED,,Thursday,N,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,2/26/2018 5:00:00 AM,1/25/2018 5:00:00 AM,2018,"BOWHILL AVE, HILLHURST PL",West,5050131.01,Afternoon,Sean Devine,1800,1500,365515.8942,5023743.508
111,,,,Motorcycle,BLUWHI,,Sunday,N,Manotick West,Ward 21 - Rideau-Jock,Sector 12,2/26/2018 5:00:00 AM,2/25/2018 5:00:00 AM,2018,"LIXNAW CRT,DRUMLISH LANE",West,5050141.14,Afternoon,David Brown,1500,1500,364971.8673,5010650.223
112,2012,FORD,FIESTA,Automobile,BLK,,Monday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,2/26/2018 5:00:00 AM,2/26/2018 5:00:00 AM,2018,Jockvale Road between Exeter Dr and Weybridge Dr/Fable Dr,West,5050140.05,Night,David Hill,300,300,363039.4886,5014918.1139
113,2003,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLU,,Sunday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,2/26/2018 5:00:00 AM,2/25/2018 5:00:00 AM,2018,"BLACKTHORNE AVE, CODD'S RD",East,5050062.02,Evening,Rawlson King,0,1800,372731.9081,5034491.5908
114,2016,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,WHI,,Sunday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,2/26/2018 5:00:00 AM,2/25/2018 5:00:00 AM,2018,"MAVIS ST, ROSEBELLA AVE",East,5050123.04,Evening,Jessica Bradley,500,2300,372917.0458,5023375.5168
115,2005,CHEVROLET,MALIBU,Automobile,RED,,Tuesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,2/27/2018 5:00:00 AM,2/27/2018 5:00:00 AM,2018,"BESSERER ST, NELSON ST",Central,5050053.00,Morning,Stéphanie Plante,1200,1100,368690.8989,5032424.5803
116,2011,HYUNDAI,TUCSON,Suv,WHI,,Monday,N,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,2/27/2018 5:00:00 AM,2/26/2018 5:00:00 AM,2018,"HIGHWAY 417, HWY 417 MAITLAND IC126R51",West,5050024.00,Evening,Laine Johnson,1100,2300,363174.8456,5025840.597
117,2010,CATERPILLAR INC,,Other,YEL,40000,Monday,N,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,2/28/2018 5:00:00 AM,2/26/2018 5:00:00 AM,2018,"DEAKIN ST, PRINCE OF WALES DR",West,5050130.01,Afternoon,Sean Devine,1400,1700,367386.5406,5021524.8326
118,2015,CADILLAC,,Suv,BLK,85000,Friday,Y,Carlington,Ward 16 - River,Sector 21,2/28/2018 5:00:00 AM,1/26/2018 5:00:00 AM,2018,"DOVER CRES, MERIVALE RD",Central,5050022.00,Morning,Riley Brockington,1200,800,364850.1874,5026994.0115
119,2003,PONTIAC,,Automobile,GRY,,Tuesday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,3/1/2018 5:00:00 AM,2/27/2018 5:00:00 AM,2018,"LILIBET CRES S, ALBION RD",East,5050001.09,Evening,Jessica Bradley,1700,2000,371171.4862,5026019.0235
120,2009,FORD,FOCUS,Automobile,SIL,,Friday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,3/2/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,"BEAUSOLEIL DR, LITTLE LONDON PRIV",Central,5050053.00,Morning,Stéphanie Plante,600,600,368669.9929,5032740.3682
121,2010,VOLKSWAGEN,TIGUAN,,WHI,,Friday,,,,,3/2/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,,,,Afternoon,,1600,1600
122,2015,BMW,328I,,WHI,,Friday,,,,,3/2/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,,,,Morning,,1100,1100
123,,"LARSON MACHINE, INC.",,Trailer,BLU,,Friday,Y,Vars,Ward 20 - Osgoode,Sector 37,3/3/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,"DEVINE RD, DUNNING RD",East,5050171.03,Morning,Isabelle Skalski,1600,700,397385.0798,5025070.4497
124,2015,,,Snowmobile,BLK,,Friday,Y,Vars,Ward 20 - Osgoode,Sector 37,3/3/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,"DEVINE RD, DUNNING RD",East,5050171.03,Morning,Isabelle Skalski,1600,700,397385.0798,5025070.4497
125,1980,,,Motorcycle,BLU,,Friday,N,Vars,Ward 20 - Osgoode,Sector 37,3/3/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,"DEVINE RD, DUNNING RD",East,5050171.03,Morning,Isabelle Skalski,1600,700,397385.0798,5025070.4497
126,2017,LAND ROVER,DISCOVERY,Suv,BLK,60114,Thursday,N,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,3/3/2018 5:00:00 AM,12/28/2017 5:00:00 AM,2018,"CYRVILLE RD, STAR TOP RD",East,5050122.02,Morning,Tim Tierney,1200,800,373829.4506,5031515.6851
127,2004,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,DBL,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,3/4/2018 5:00:00 AM,3/3/2018 5:00:00 AM,2018,"CAMBRIDGE ST, CHRISTIE ST",Central,5050042.00,Evening,Ariel Troster,1100,2300,366981.3482,5030236.8369
128,2010,"TOYOTA/ TOYOTA MOTOR CO., LTD.",VENZA,Automobile,GRY,10700,Sunday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,3/4/2018 5:00:00 AM,3/4/2018 5:00:00 AM,2018,"GEORGE ST, DALHOUSIE ST",Central,5050054.00,Evening,Stéphanie Plante,2300,2300,368157.8971,5032314.5804
129,2015,BMW,,Suv,BLK,79444,Friday,Y,Carlington,Ward 16 - River,Sector 21,3/4/2018 5:00:00 AM,1/26/2018 5:00:00 AM,2018,"CLYDE AVE N, LAPERRIERE AVE",Central,5050022.00,Morning,Riley Brockington,1500,700,363700.4468,5026444.5521
130,1983,"HONDA/AMERICAN HONDA MOTOR CO.,",,Motorcycle,ONGWHI,,Sunday,N,Corkery,Ward 5 - West Carleton-March,Sector 11,3/4/2018 5:00:00 AM,3/4/2018 5:00:00 AM,2018,"DAVID MANCHESTER RD, OLD ALMONTE RD",West,5050300.02,Night,Clarke Kelly,900,0,343380.7326,5016226.4631
131,2016,LAND ROVER,,Suv,BLK,,Thursday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,3/4/2018 5:00:00 AM,1/11/2018 5:00:00 AM,2018,"BANK ST, QUEENSDALE AVE",East,5050123.03,Morning,Jessica Bradley,1000,800,373336.9318,5023444.5058
132,2012,KIA MOTORS CORPORATION,,Automobile,WHI,,Friday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,3/5/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,"CHESTER CRES, FULHAM CRT",West,5050140.05,Evening,David Hill,1500,2100,363597.8762,5014734.4296
133,2004,INFINITI,FX35,Automobile,BLK,10500,Monday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,3/5/2018 5:00:00 AM,3/5/2018 5:00:00 AM,2018,"CUMBERLAND ST, GEORGE ST",Central,5050054.00,Afternoon,Stéphanie Plante,1600,1300,368325.8978,5032415.5803
134,,,,Other,YELWHI,45000,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,3/6/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,HAWKMERE WAY,East,5050126.08,Afternoon,Steve Desroches,1600,1500,376069.0716,5019646.2616
135,2014,DODGE,,Truck,WHI,,Tuesday,Y,Fitzroy,Ward 5 - West Carleton-March,Sector 11,3/6/2018 5:00:00 AM,3/6/2018 5:00:00 AM,2018,"POOLE ST, SHIRREFF ST",West,5050301.00,Night,Clarke Kelly,600,0,327267.7891,5036771.68
136,2008,MAZDA,TRIBUTE,Suv,WHI,,Monday,N,Carlington,Ward 16 - River,Sector 21,3/6/2018 5:00:00 AM,3/5/2018 5:00:00 AM,2018,"CAVAN ST, LEPAGE AVE",Central,5050022.00,Evening,Riley Brockington,1000,2000,364613.8904,5026524.5317
137,,KUBOTA TRACTOR CORP.,,Other,ONG,35000,Tuesday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,3/8/2018 5:00:00 AM,2/27/2018 5:00:00 AM,2018,"RUSSELL AVE, LAURIER AVE",Central,5050051.00,Afternoon,Stéphanie Plante,1800,1200,369039.4144,5032214.2014
138,2000,BUICK,LE SABRE,Automobile,GRY,,Wednesday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/8/2018 5:00:00 AM,11/1/2017 5:00:00 AM,2018,"BANK ST, SECOND AVE",Central,5050018.00,Afternoon,Shawn Menard,1400,1200,368306.8494,5029625.3287
139,2008,FORD,,Truck,WHI,,Thursday,Y,Russell - Edwards,Ward 20 - Osgoode,Sector 37,3/8/2018 5:00:00 AM,3/8/2018 5:00:00 AM,2018,"PIPERVILLE RD, FARMERS WAY",East,5050126.04,Evening,Isabelle Skalski,2300,2300,383016.9812,5023977.4934
140,2000,BUICK,LE SABRE,Automobile,BLU,,Wednesday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/8/2018 5:00:00 AM,11/1/2017 5:00:00 AM,2018,"BANK ST, SECOND AVE",Central,5050018.00,Afternoon,Shawn Menard,1400,1200,368306.8494,5029625.3287
141,2004,BUICK,LE SABRE,Automobile,WHI,,Friday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/8/2018 5:00:00 AM,12/1/2017 5:00:00 AM,2018,"BANK ST, SECOND AVE",Central,5050018.00,Afternoon,Shawn Menard,1400,1200,368306.8494,5029625.3287
142,1995,,,Atv (4 Wheeler),BLU,2500,Friday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,3/9/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,"MER BLEUE RD, 210 S OF INNES RD",East,5050125.10,Evening,Catherine Kitts,1300,1900,382727.1989,5035372.7895
143,2018,,,Trailer,BLK,6000,Friday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,3/9/2018 5:00:00 AM,3/2/2018 5:00:00 AM,2018,"MER BLEUE RD, 210 S OF INNES RD",East,5050125.10,Evening,Catherine Kitts,1300,1900,382727.1989,5035372.7895
144,2005,FORD,FREESTAR,Automobile,GRY,2500,Monday,N,West Centertown,Ward 14 - Somerset,Sector 22,3/9/2018 5:00:00 AM,3/5/2018 5:00:00 AM,2018,"ARLINGTON AVE, CAMBRIDGE ST",Central,5050042.00,Morning,Ariel Troster,1500,900,367120.8979,5029823.5589
145,2008,MAZDA,TRIBUTE,Suv,BGE,,Saturday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,3/10/2018 5:00:00 AM,3/10/2018 5:00:00 AM,2018,"MORTIMER PRIV, VAN LANG PRIV",Central,5050045.02,Night,Jeff Leiper,1200,100,363113.9578,5028681.7743
146,,,,Automobile,,,Sunday,Y,Centretown,Ward 14 - Somerset,Sector 23,3/11/2018 5:00:00 AM,3/11/2018 5:00:00 AM,2018,"LAURIER AVE, O'CONNOR ST",Central,5050048.00,Evening,Ariel Troster,2200,2000,367638.3125,5031358.3627
147,2015,FORD,FIESTA,Automobile,GRY,,Saturday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,3/11/2018 5:00:00 AM,3/10/2018 5:00:00 AM,2018,"BESSERER ST, CUMBERLAND ST",Central,5050054.00,Evening,Stéphanie Plante,0,2100,368416.8989,5032255.5795
148,2009,PONTIAC,VIBE,Automobile,GRY,,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,3/11/2018 5:00:00 AM,3/11/2018 5:00:00 AM,2018,"VIA SAN MARINO ST, VIA VERONA AVE",West,5050141.16,Night,Wilson Lo,1700,300,363768.9373,5016077.5413
149,2010,SUBARU,FORRESTER,Suv,BLK,,Saturday,Y,Laurentian,Ward 7 - Bay,Sector 14,3/11/2018 5:00:00 AM,3/10/2018 5:00:00 AM,2018,"BYRON AVE, WINDERMERE AVE",West,5050032.02,Evening,Theresa Kavanagh,1200,1900,362317.1387,5027480.2354
150,2004,"TOYOTA/ TOYOTA MOTOR CO., LTD.",ECHO,Automobile,WHI,3000,Sunday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/12/2018 5:00:00 AM,3/11/2018 5:00:00 AM,2018,"LYON ST, FOURTH AVE",Central,5050018.00,Evening,Shawn Menard,700,2300,368180.9029,5029364.5541
151,2011,INFINITI,,Suv,GRY,,Saturday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/12/2018 5:00:00 AM,3/10/2018 5:00:00 AM,2018,"HOLMWOOD AVE, O'CONNOR ST",Central,5050018.00,Evening,Shawn Menard,1600,2200,368788.0327,5029378.82
152,2014,FORD,F150,Truck,WHI,,Sunday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,3/12/2018 5:00:00 AM,3/11/2018 5:00:00 AM,2018,"LEETOM CRES, TRIPP CRES N",West,5050140.07,Evening,David Hill,900,1800,363044.8752,5016327.4433
153,2013,HYUNDAI,SANTA FE,Automobile,GRY,,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,3/12/2018 5:00:00 AM,3/11/2018 5:00:00 AM,2018,"FALK AVE S, KNOLLSBROOK DR S",West,5050140.03,Evening,Wilson Lo,1400,2200,363414.6895,5016324.9483
154,2016,JOHN DEERE/ DEERE AND COMPANY,,Other,GRN,40000,Sunday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,3/13/2018 5:00:00 AM,2/25/2018 5:00:00 AM,2018,"CARNEGIE ST, DAKOTA AVE",East,5050008.00,Morning,Marty Carr,1000,900,373654.927,5028039.5371
155,2004,HYUNDAI,SANTA FE,Suv,BRN,,Tuesday,Y,Carlington,Ward 16 - River,Sector 21,3/13/2018 5:00:00 AM,3/13/2018 5:00:00 AM,2018,"LEASIDE AVE, MERIVALE RD",Central,5050021.00,Evening,Riley Brockington,2200,2100,364877.9004,5027278.8077
156,,,,Snowmobile,WHI,,Tuesday,N,Cumberland,Ward 19 - Orléans South-Navan,Sector 37,3/13/2018 5:00:00 AM,3/6/2018 5:00:00 AM,2018,"INNES RD, DUNNING RD, BEATON RD",East,5050171.03,Afternoon,Catherine Kitts,1500,1500,391655.9862,5039340.5384
157,2003,CHEVROLET,TAHOE,Truck,BGEGLD,,Monday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,3/13/2018 5:00:00 AM,3/12/2018 5:00:00 AM,2018,"MCCLINTOCK WAY, MCCLURE CRES S",West,5050160.04,Evening,Allan Hubley,700,1800,352172.8103,5018903.4631
158,2004,NISSAN,MURANO,Suv,BLK,,Tuesday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,3/14/2018 5:00:00 AM,3/13/2018 5:00:00 AM,2018,"GRASMERE CRES, ERIE AVE",East,5050005.00,Evening,Marty Carr,600,2000,370428.2476,5026496.0313
159,2015,HYUNDAI,SANTA FE,Suv,RED,,Wednesday,Y,Centrepointe,Ward 8 - College,Sector 15,3/15/2018 5:00:00 AM,3/14/2018 5:00:00 AM,2018,"SUMMERWALK PL, SUMMERWALK PL",West,5050137.05,Afternoon,Laine Johnson,900,1600,361925.8767,5022685.4973
160,2009,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,BLK,,Tuesday,Y,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,3/15/2018 5:00:00 AM,2/27/2018 5:00:00 AM,2018,"APPLE HILL DR, SIEVERIGHT AVE",East,5050123.03,Morning,Jessica Bradley,1800,800,372435.6421,5024310.5488
161,,MAZDA,MAZDA 3,Automobile,RED,350,Thursday,Y,Corkery,Ward 5 - West Carleton-March,Sector 11,3/15/2018 5:00:00 AM,3/15/2018 5:00:00 AM,2018,"MARCH RD, PETER ROBINSON RD",West,5050300.02,Afternoon,Clarke Kelly,1800,1700,335000.654,5015260.5024
162,2018,DODGE,DURANGO,Suv,BLK,60000,Tuesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,3/16/2018 5:00:00 AM,3/13/2018 5:00:00 AM,2018,"HWY 417 PALLADIU IC142R53, PALLADIUM DR",West,5050300.01,Evening,Glen Gower,1300,2300,349101.1819,5016999.0192
